Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season
19/02/2023,Troyes,Montpellier,0,1,A,0,0,D,4,19,2,7,12,9,2,10,2,1,1,1,22-23
19/02/2023,Lens,Nantes,3,1,H,2,1,H,19,6,6,3,9,15,2,5,0,0,0,0,22-23
19/02/2023,Toulouse,Marseille,2,3,A,1,0,H,15,15,6,7,8,10,3,10,0,2,0,0,22-23
24/02/2023,Lille,Brest,2,1,H,0,1,A,18,3,4,0,8,11,11,2,2,2,0,1,22-23
25/02/2023,Angers,Lyon,1,3,A,0,1,A,11,7,2,5,16,6,2,2,0,0,0,0,22-23
25/02/2023,Montpellier,Lens,1,1,D,0,1,A,8,19,3,6,12,13,4,6,0,3,0,0,22-23
26/02/2023,Lorient,Auxerre,0,1,A,0,0,D,18,9,4,1,12,21,10,0,2,3,0,0,22-23
26/02/2023,Ajaccio,Troyes,2,1,H,0,1,A,14,11,6,5,8,15,6,3,2,2,0,1,22-23
26/02/2023,Clermont,Strasbourg,1,1,D,0,1,A,11,12,4,6,17,25,7,2,1,4,0,0,22-23
26/02/2023,Nantes,Rennes,0,1,A,0,1,A,20,11,7,3,8,12,12,4,2,2,0,0,22-23
26/02/2023,Reims,Toulouse,3,0,H,2,0,H,18,13,6,6,12,14,4,2,0,0,0,0,22-23
26/02/2023,Monaco,Nice,0,3,A,0,3,A,15,12,4,7,8,12,5,3,0,1,0,0,22-23
26/02/2023,Marseille,Paris SG,0,3,A,0,2,A,19,12,6,7,20,14,7,4,0,0,0,0,22-23
03/03/2023,Nice,Auxerre,1,1,D,1,1,D,17,3,5,1,10,12,8,0,0,1,0,0,22-23
04/03/2023,Lens,Lille,1,1,D,1,0,H,10,11,1,6,18,14,10,3,2,4,0,0,22-23
04/03/2023,Paris SG,Nantes,4,2,H,2,2,D,17,8,11,5,7,8,4,6,0,2,0,0,22-23
05/03/2023,Troyes,Monaco,2,2,D,1,0,H,13,17,6,4,8,8,3,4,0,1,0,0,22-23
05/03/2023,Montpellier,Angers,5,0,H,3,0,H,15,10,8,4,10,18,6,5,1,4,0,1,22-23
05/03/2023,Reims,Ajaccio,1,0,H,0,0,D,12,5,3,1,19,21,2,1,3,3,0,0,22-23
05/03/2023,Strasbourg,Brest,0,1,A,0,1,A,17,8,4,1,14,17,9,2,2,1,0,0,22-23
05/03/2023,Toulouse,Clermont,0,1,A,0,0,D,9,12,0,3,20,4,4,5,4,1,0,0,22-23
05/03/2023,Lyon,Lorient,0,0,D,0,0,D,17,11,5,1,19,6,6,5,1,0,0,0,22-23
05/03/2023,Rennes,Marseille,0,1,A,0,0,D,13,11,2,4,10,10,4,3,1,1,0,0,22-23
10/03/2023,Lille,Lyon,3,3,D,0,0,D,8,6,6,5,20,19,4,0,5,4,0,0,22-23
11/03/2023,Auxerre,Rennes,0,0,D,0,0,D,12,7,0,2,14,11,8,0,2,2,0,0,22-23
11/03/2023,Brest,Paris SG,1,2,A,1,1,D,7,17,2,8,6,12,6,3,1,1,0,0,22-23
12/03/2023,Clermont,Lens,0,4,A,0,3,A,9,13,6,6,13,13,6,4,1,2,0,0,22-23
12/03/2023,Ajaccio,Montpellier,0,1,A,0,0,D,7,12,1,4,13,18,1,3,2,2,0,0,22-23
12/03/2023,Angers,Toulouse,0,2,A,0,1,A,13,8,2,5,8,11,6,8,0,1,0,0,22-23
12/03/2023,Lorient,Troyes,2,0,H,1,0,H,16,9,6,2,11,10,1,4,0,2,0,0,22-23
12/03/2023,Nantes,Nice,2,2,D,1,1,D,10,16,3,8,9,11,1,10,1,1,0,0,22-23
12/03/2023,Monaco,Reims,0,1,A,0,0,D,14,17,3,8,9,14,3,3,1,2,0,0,22-23
12/03/2023,Marseille,Strasbourg,2,2,D,0,0,D,7,24,4,9,6,15,1,8,0,4,1,0,22-23
17/03/2023,Lyon,Nantes,1,1,D,1,1,D,11,11,6,5,13,7,5,2,0,1,0,0,22-23
18/03/2023,Toulouse,Lille,0,2,A,0,0,D,16,18,4,5,12,2,12,8,2,0,0,0,22-23
18/03/2023,Lens,Angers,3,0,H,2,0,H,12,3,6,1,7,15,4,4,0,0,0,0,22-23
19/03/2023,Ajaccio,Monaco,0,2,A,0,1,A,10,8,1,4,20,13,1,4,2,1,1,0,22-23
19/03/2023,Montpellier,Clermont,2,1,H,0,1,A,23,16,9,8,15,15,11,4,3,1,1,0,22-23
19/03/2023,Nice,Lorient,1,1,D,0,1,A,16,9,1,3,13,10,10,2,0,2,0,1,22-23
19/03/2023,Strasbourg,Auxerre,2,0,H,1,0,H,13,8,6,1,14,11,5,4,2,1,0,0,22-23
19/03/2023,Troyes,Brest,2,2,D,2,1,H,15,9,5,2,12,10,7,4,1,1,0,0,22-23
19/03/2023,Paris SG,Rennes,0,2,A,0,1,A,17,10,8,3,11,12,6,3,1,1,0,0,22-23
19/03/2023,Reims,Marseille,1,2,A,1,2,A,19,12,6,5,13,11,6,5,2,3,0,0,22-23
31/03/2023,Marseille,Montpellier,1,1,D,1,1,D,13,9,2,3,15,9,1,3,2,2,0,0,22-23
01/04/2023,Auxerre,Troyes,1,0,H,0,0,D,13,14,5,2,7,15,4,5,0,0,0,0,22-23
01/04/2023,Rennes,Lens,0,1,A,0,1,A,10,12,3,4,13,11,5,5,2,2,0,0,22-23
02/04/2023,Lille,Lorient,3,1,H,1,0,H,20,2,7,1,14,9,5,1,3,3,0,1,22-23
02/04/2023,Angers,Nice,1,1,D,1,1,D,13,12,6,3,8,11,5,2,1,1,0,0,22-23
02/04/2023,Brest,Toulouse,3,1,H,1,1,D,17,8,7,3,16,12,4,2,2,5,0,1,22-23
02/04/2023,Clermont,Ajaccio,2,1,H,0,1,A,14,3,6,2,15,22,5,1,2,5,0,1,22-23
02/04/2023,Nantes,Reims,0,3,A,0,2,A,12,14,6,9,10,13,3,4,1,2,0,0,22-23
02/04/2023,Monaco,Strasbourg,4,3,H,1,2,A,9,13,7,6,15,17,3,3,3,1,1,0,22-23
02/04/2023,Paris SG,Lyon,0,1,A,0,0,D,16,10,5,3,10,16,7,1,3,3,0,0,22-23
07/04/2023,Lens,Strasbourg,2,1,H,1,0,H,13,13,9,3,19,19,5,1,1,5,0,1,22-23
08/04/2023,Angers,Lille,1,0,H,0,0,D,7,15,5,5,18,18,3,6,2,3,0,0,22-23
08/04/2023,Nice,Paris SG,0,2,A,0,1,A,21,13,7,4,8,2,10,5,1,0,0,0,22-23
09/04/2023,Lyon,Rennes,3,1,H,0,1,A,11,11,3,3,14,17,7,2,2,2,0,0,22-23
09/04/2023,Ajaccio,Auxerre,0,3,A,0,3,A,9,11,2,4,13,15,7,5,1,3,0,0,22-23
09/04/2023,Montpellier,Toulouse,1,2,A,0,1,A,16,15,8,8,16,19,4,3,0,2,0,0,22-23
09/04/2023,Reims,Brest,1,1,D,0,1,A,22,12,7,5,9,13,6,3,0,1,0,0,22-23
09/04/2023,Troyes,Clermont,0,2,A,0,2,A,9,12,3,4,18,9,3,2,3,2,0,0,22-23
09/04/2023,Nantes,Monaco,2,2,D,0,2,A,9,16,2,10,13,11,6,8,3,1,0,0,22-23
09/04/2023,Lorient,Marseille,0,0,D,0,0,D,9,13,5,2,10,18,3,6,0,2,0,0,22-23
14/04/2023,Toulouse,Lyon,1,2,A,1,1,D,13,14,6,3,14,10,8,5,1,4,0,0,22-23
15/04/2023,Rennes,Reims,3,0,H,2,0,H,23,5,8,1,12,14,6,4,1,2,0,0,22-23
15/04/2023,Paris SG,Lens,3,1,H,3,0,H,15,14,7,7,12,8,3,10,0,0,0,1,22-23
16/04/2023,Lille,Montpellier,2,1,H,0,1,A,17,4,7,1,15,19,8,4,1,3,0,0,22-23
16/04/2023,Auxerre,Nantes,2,1,H,2,0,H,13,17,7,7,14,8,3,6,2,2,0,0,22-23
16/04/2023,Brest,Nice,1,0,H,1,0,H,14,12,3,6,15,14,3,5,1,3,0,0,22-23
16/04/2023,Clermont,Angers,2,1,H,2,1,H,12,7,5,4,12,15,6,6,1,3,2,0,22-23
16/04/2023,Strasbourg,Ajaccio,3,1,H,1,0,H,12,8,6,1,14,19,5,0,2,5,0,0,22-23
16/04/2023,Monaco,Lorient,3,1,H,2,0,H,11,7,7,4,18,10,5,3,0,1,0,0,22-23
16/04/2023,Marseille,Troyes,3,1,H,2,0,H,28,4,6,2,13,8,8,1,0,2,0,0,22-23
21/04/2023,Angers,Paris SG,1,2,A,0,2,A,16,10,4,4,6,8,5,8,0,0,0,0,22-23
22/04/2023,Auxerre,Lille,1,1,D,0,1,A,8,14,4,6,12,12,4,4,0,1,0,0,22-23
22/04/2023,Lens,Monaco,3,0,H,2,0,H,21,11,8,4,8,14,2,4,0,2,0,0,22-23
23/04/2023,Reims,Strasbourg,0,2,A,0,2,A,15,9,5,3,11,12,6,4,2,1,0,0,22-23
23/04/2023,Ajaccio,Brest,0,0,D,0,0,D,3,10,2,2,11,20,4,4,2,2,1,0,22-23
23/04/2023,Lorient,Toulouse,0,1,A,0,0,D,9,13,1,4,13,12,2,7,3,2,0,0,22-23
23/04/2023,Nantes,Troyes,2,2,D,1,0,H,19,9,9,4,12,10,13,4,1,0,0,0,22-23
23/04/2023,Nice,Clermont,1,2,A,1,1,D,15,9,5,3,19,9,6,2,1,2,0,0,22-23
23/04/2023,Montpellier,Rennes,1,0,H,0,0,D,11,16,2,4,11,13,4,4,3,2,1,0,22-23
23/04/2023,Lyon,Marseille,1,2,A,0,1,A,7,14,2,7,11,18,5,3,2,1,0,0,22-23
28/04/2023,Strasbourg,Lyon,1,2,A,1,2,A,11,7,3,4,13,24,5,4,2,4,0,1,22-23
29/04/2023,Lille,Ajaccio,3,0,H,3,0,H,10,2,5,0,10,13,9,0,1,2,0,0,22-23
30/04/2023,Monaco,Montpellier,0,4,A,0,1,A,7,19,4,9,11,12,3,11,2,1,0,0,22-23
30/04/2023,Clermont,Reims,1,0,H,1,0,H,6,13,2,2,8,12,5,6,0,2,1,0,22-23
30/04/2023,Rennes,Angers,4,2,H,2,2,D,13,4,4,2,14,11,7,5,1,2,0,0,22-23
30/04/2023,Troyes,Nice,0,1,A,0,1,A,9,29,6,13,7,10,3,14,0,2,0,0,22-23
30/04/2023,Paris SG,Lorient,1,3,A,1,2,A,13,14,4,7,15,17,2,3,4,3,1,0,22-23
30/04/2023,Marseille,Auxerre,2,1,H,0,1,A,26,11,4,3,7,6,12,1,1,0,0,0,22-23
02/05/2023,Toulouse,Lens,0,1,A,0,1,A,9,11,2,3,5,7,5,0,1,2,0,0,22-23
03/05/2023,Brest,Nantes,2,0,H,2,0,H,8,13,4,5,7,15,2,4,0,1,0,0,22-23
